Method	Dataset	Metric	Value	Set
Baseline(ESM-1b)	M. tuberculosis	AUC	0.50623900311053	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	F1	0.647742633144093	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	MCC	0.0392287884825752	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	PPV	0.527753303964758	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	NPV	0.523711340206186	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	Sensitivity	0.838348495451365	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	Specificity	0.191553544494721	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	Balanced accuracy	0.514951019973043	NoLeakage
Baseline(ESM-1b)	M. tuberculosis	Accuracy	0.527041742286751	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	AUC	0.622876521298174	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	F1	0.298136645962733	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	MCC	0.101324121307025	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	PPV	0.233009708737864	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	NPV	0.850220264317181	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	Sensitivity	0.413793103448276	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	Specificity	0.709558823529412	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	Balanced accuracy	0.561675963488844	NoLeakage
Baseline(ESM-1b)	Orthopoxvirus	Accuracy	0.657575757575758	NoLeakage
Baseline(ESM-1b)	O. volvulus	AUC	0.672958808029141	NoLeakage
Baseline(ESM-1b)	O. volvulus	F1	0.250497017892644	NoLeakage
Baseline(ESM-1b)	O. volvulus	MCC	0.201578330456862	NoLeakage
Baseline(ESM-1b)	O. volvulus	PPV	0.431506849315068	NoLeakage
Baseline(ESM-1b)	O. volvulus	NPV	0.868456375838926	NoLeakage
Baseline(ESM-1b)	O. volvulus	Sensitivity	0.176470588235294	NoLeakage
Baseline(ESM-1b)	O. volvulus	Specificity	0.95899209486166	NoLeakage
Baseline(ESM-1b)	O. volvulus	Balanced accuracy	0.567731341548477	NoLeakage
Baseline(ESM-1b)	O. volvulus	Accuracy	0.841663166736665	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	AUC	0.669098391320614	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	F1	0.690647482014389	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	MCC	0.262683909374395	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	PPV	0.827586206896552	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	NPV	0.410714285714286	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	Sensitivity	0.592592592592593	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	Specificity	0.696969696969697	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	Balanced accuracy	0.644781144781145	NoLeakage
Baseline(ESM-1b)	P. aeruginosa	Accuracy	0.62280701754386	NoLeakage
Baseline(ESM-1b)	P. falciparum	AUC	0.791586075593345	NoLeakage
Baseline(ESM-1b)	P. falciparum	F1	0.814591951861602	NoLeakage
Baseline(ESM-1b)	P. falciparum	MCC	0.453271236562517	NoLeakage
Baseline(ESM-1b)	P. falciparum	PPV	0.763213530655391	NoLeakage
Baseline(ESM-1b)	P. falciparum	NPV	0.722859664607237	NoLeakage
Baseline(ESM-1b)	P. falciparum	Sensitivity	0.873387096774194	NoLeakage
Baseline(ESM-1b)	P. falciparum	Specificity	0.549295774647887	NoLeakage
Baseline(ESM-1b)	P. falciparum	Balanced accuracy	0.71134143571104	NoLeakage
Baseline(ESM-1b)	P. falciparum	Accuracy	0.751699823721984	NoLeakage
Baseline(ESM-1b)	S. mansoni	AUC	0.543571188636691	NoLeakage
Baseline(ESM-1b)	S. mansoni	F1	0.329774614472123	NoLeakage
Baseline(ESM-1b)	S. mansoni	MCC	0.0926527760270721	NoLeakage
Baseline(ESM-1b)	S. mansoni	PPV	0.358247422680412	NoLeakage
Baseline(ESM-1b)	S. mansoni	NPV	0.739273927392739	NoLeakage
Baseline(ESM-1b)	S. mansoni	Sensitivity	0.305494505494506	NoLeakage
Baseline(ESM-1b)	S. mansoni	Specificity	0.782532751091703	NoLeakage
Baseline(ESM-1b)	S. mansoni	Balanced accuracy	0.544013628293104	NoLeakage
Baseline(ESM-1b)	S. mansoni	Accuracy	0.646875	NoLeakage
Baseline(ESM-1b)	T. gondii	AUC	0.654063758024154	NoLeakage
Baseline(ESM-1b)	T. gondii	F1	0.805970149253731	NoLeakage
Baseline(ESM-1b)	T. gondii	MCC	0.127740215810867	NoLeakage
Baseline(ESM-1b)	T. gondii	PPV	0.707865168539326	NoLeakage
Baseline(ESM-1b)	T. gondii	NPV	0.5	NoLeakage
Baseline(ESM-1b)	T. gondii	Sensitivity	0.935643564356436	NoLeakage
Baseline(ESM-1b)	T. gondii	Specificity	0.142857142857143	NoLeakage
Baseline(ESM-1b)	T. gondii	Balanced accuracy	0.539250353606789	NoLeakage
Baseline(ESM-1b)	T. gondii	Accuracy	0.689419795221843	NoLeakage
Baseline(ESM2)	B. pertussis	AUC	0.480084557187361	NoLeakage
Baseline(ESM2)	B. pertussis	F1	0.638743455497382	NoLeakage
Baseline(ESM2)	B. pertussis	MCC	0.0203895911946896	NoLeakage
Baseline(ESM2)	B. pertussis	PPV	0.726190476190476	NoLeakage
Baseline(ESM2)	B. pertussis	NPV	0.292307692307692	NoLeakage
Baseline(ESM2)	B. pertussis	Sensitivity	0.570093457943925	NoLeakage
Baseline(ESM2)	B. pertussis	Specificity	0.452380952380952	NoLeakage
Baseline(ESM2)	B. pertussis	Balanced accuracy	0.511237205162439	NoLeakage
Baseline(ESM2)	B. pertussis	Accuracy	0.536912751677852	NoLeakage
Baseline(ESM2)	C. difficile	AUC	0.67342811619071	NoLeakage
Baseline(ESM2)	C. difficile	F1	0.0869565217391304	NoLeakage
Baseline(ESM2)	C. difficile	MCC	0.113097168717541	NoLeakage
Baseline(ESM2)	C. difficile	PPV	0.400000000000001	NoLeakage
Baseline(ESM2)	C. difficile	NPV	0.910138248847926	NoLeakage
Baseline(ESM2)	C. difficile	Sensitivity	0.0487804878048781	NoLeakage
Baseline(ESM2)	C. difficile	Specificity	0.992462311557789	NoLeakage
Baseline(ESM2)	C. difficile	Balanced accuracy	0.520621399681333	NoLeakage
Baseline(ESM2)	C. difficile	Accuracy	0.904328018223235	NoLeakage
Baseline(ESM2)	Corynebacterium	AUC	0.604783950617284	NoLeakage
Baseline(ESM2)	Corynebacterium	F1	0.638888888888889	NoLeakage
Baseline(ESM2)	Corynebacterium	MCC	0.145154947720485	NoLeakage
Baseline(ESM2)	Corynebacterium	PPV	0.511111111111111	NoLeakage
Baseline(ESM2)	Corynebacterium	NPV	0.666666666666667	NoLeakage
Baseline(ESM2)	Corynebacterium	Sensitivity	0.851851851851852	NoLeakage
Baseline(ESM2)	Corynebacterium	Specificity	0.266666666666667	NoLeakage
Baseline(ESM2)	Corynebacterium	Balanced accuracy	0.559259259259259	NoLeakage
Baseline(ESM2)	Corynebacterium	Accuracy	0.543859649122807	NoLeakage
Baseline(ESM2)	C. trachomatis	AUC	0.83378827811245	NoLeakage
Baseline(ESM2)	C. trachomatis	F1	0.661800486618005	NoLeakage
Baseline(ESM2)	C. trachomatis	MCC	0.493149356132565	NoLeakage
Baseline(ESM2)	C. trachomatis	PPV	0.87741935483871	NoLeakage
Baseline(ESM2)	C. trachomatis	NPV	0.657142857142857	NoLeakage
Baseline(ESM2)	C. trachomatis	Sensitivity	0.53125	NoLeakage
Baseline(ESM2)	C. trachomatis	Specificity	0.923694779116466	NoLeakage
Baseline(ESM2)	C. trachomatis	Balanced accuracy	0.727472389558233	NoLeakage
Baseline(ESM2)	C. trachomatis	Accuracy	0.724752475247525	NoLeakage
Baseline(ESM2)	E. coli	AUC	0.854862119013062	NoLeakage
Baseline(ESM2)	E. coli	F1	0.854794520547945	NoLeakage
Baseline(ESM2)	E. coli	MCC	0	NoLeakage
Baseline(ESM2)	E. coli	PPV	0.746411483253589	NoLeakage
Baseline(ESM2)	E. coli	NPV	0	NoLeakage
Baseline(ESM2)	E. coli	Sensitivity	1	NoLeakage
Baseline(ESM2)	E. coli	Specificity	0	NoLeakage
Baseline(ESM2)	E. coli	Balanced accuracy	0.5	NoLeakage
Baseline(ESM2)	E. coli	Accuracy	0.746411483253589	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	AUC	0.70099407489308	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	F1	0.641833810888252	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	MCC	0.310374773808168	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	PPV	0.626865671641791	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	NPV	0.682971014492754	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	Sensitivity	0.657534246575342	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	Specificity	0.653379549393414	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	Balanced accuracy	0.655456897984378	NoLeakage
Baseline(ESM2)	Enterobacteriaceae	Accuracy	0.655330882352941	NoLeakage
Baseline(ESM2)	Filoviridae	AUC	0.935917295258621	NoLeakage
Baseline(ESM2)	Filoviridae	F1	0.444444444444444	NoLeakage
Baseline(ESM2)	Filoviridae	MCC	0.387956568751453	NoLeakage
Baseline(ESM2)	Filoviridae	PPV	0.48	NoLeakage
Baseline(ESM2)	Filoviridae	NPV	0.934615384615385	NoLeakage
Baseline(ESM2)	Filoviridae	Sensitivity	0.413793103448276	NoLeakage
Baseline(ESM2)	Filoviridae	Specificity	0.94921875	NoLeakage
Baseline(ESM2)	Filoviridae	Balanced accuracy	0.681505926724138	NoLeakage
Baseline(ESM2)	Filoviridae	Accuracy	0.894736842105263	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	AUC	0.615676125335059	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	F1	0.421148587055606	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	MCC	0.147850083770466	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	PPV	0.578947368421053	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	NPV	0.588908450704225	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	Sensitivity	0.330945558739255	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	Specificity	0.799283154121864	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	Balanced accuracy	0.565114356430559	NoLeakage
Baseline(ESM2)	Human Gammaherpesvirus 4	Accuracy	0.586319218241042	NoLeakage
Baseline(ESM2)	Influenza A	AUC	0.654162350811381	NoLeakage
Baseline(ESM2)	Influenza A	F1	0.769652650822669	NoLeakage
Baseline(ESM2)	Influenza A	MCC	0.171180207534727	NoLeakage
Baseline(ESM2)	Influenza A	PPV	0.798861480075901	NoLeakage
Baseline(ESM2)	Influenza A	NPV	0.362445414847162	NoLeakage
Baseline(ESM2)	Influenza A	Sensitivity	0.742504409171076	NoLeakage
Baseline(ESM2)	Influenza A	Specificity	0.439153439153439	NoLeakage
Baseline(ESM2)	Influenza A	Balanced accuracy	0.590828924162258	NoLeakage
Baseline(ESM2)	Influenza A	Accuracy	0.666666666666667	NoLeakage
Baseline(ESM2)	Lentivirus	AUC	0.64022464022464	NoLeakage
Baseline(ESM2)	Lentivirus	F1	0.79646017699115	NoLeakage
Baseline(ESM2)	Lentivirus	MCC	0.244924467880276	NoLeakage
Baseline(ESM2)	Lentivirus	PPV	0.706806282722513	NoLeakage
Baseline(ESM2)	Lentivirus	NPV	0.617647058823529	NoLeakage
Baseline(ESM2)	Lentivirus	Sensitivity	0.912162162162162	NoLeakage
Baseline(ESM2)	Lentivirus	Specificity	0.272727272727273	NoLeakage
Baseline(ESM2)	Lentivirus	Balanced accuracy	0.592444717444717	NoLeakage
Baseline(ESM2)	Lentivirus	Accuracy	0.693333333333333	NoLeakage
Baseline(ESM2)	Measles morbilivirus	AUC	0.479350490196078	NoLeakage
Baseline(ESM2)	Measles morbilivirus	F1	0.553191489361702	NoLeakage
Baseline(ESM2)	Measles morbilivirus	MCC	-0.159905968705818	NoLeakage
Baseline(ESM2)	Measles morbilivirus	PPV	0.433333333333333	NoLeakage
Baseline(ESM2)	Measles morbilivirus	NPV	0.354838709677419	NoLeakage
Baseline(ESM2)	Measles morbilivirus	Sensitivity	0.764705882352941	NoLeakage
Baseline(ESM2)	Measles morbilivirus	Specificity	0.114583333333333	NoLeakage
Baseline(ESM2)	Measles morbilivirus	Balanced accuracy	0.439644607843137	NoLeakage
Baseline(ESM2)	Measles morbilivirus	Accuracy	0.419889502762431	NoLeakage
Baseline(ESM2)	Mononegavirales	AUC	0.730667030328577	NoLeakage
Baseline(ESM2)	Mononegavirales	F1	0.445893089960887	NoLeakage
Baseline(ESM2)	Mononegavirales	MCC	0.299057250052082	NoLeakage
Baseline(ESM2)	Mononegavirales	PPV	0.642857142857143	NoLeakage
Baseline(ESM2)	Mononegavirales	NPV	0.725228975853455	NoLeakage
Baseline(ESM2)	Mononegavirales	Sensitivity	0.341317365269461	NoLeakage
Baseline(ESM2)	Mononegavirales	Specificity	0.901656314699793	NoLeakage
Baseline(ESM2)	Mononegavirales	Balanced accuracy	0.621486839984627	NoLeakage
Baseline(ESM2)	Mononegavirales	Accuracy	0.710293115201091	NoLeakage
Baseline(ESM2)	M. tuberculosis	AUC	0.510776291999278	NoLeakage
Baseline(ESM2)	M. tuberculosis	F1	0.65267074142971	NoLeakage
Baseline(ESM2)	M. tuberculosis	MCC	0.0350702526866218	NoLeakage
Baseline(ESM2)	M. tuberculosis	PPV	0.526135389888603	NoLeakage
Baseline(ESM2)	M. tuberculosis	NPV	0.522565320665083	NoLeakage
Baseline(ESM2)	M. tuberculosis	Sensitivity	0.859342197340798	NoLeakage
Baseline(ESM2)	M. tuberculosis	Specificity	0.165912518853695	NoLeakage
Baseline(ESM2)	M. tuberculosis	Balanced accuracy	0.512627358097247	NoLeakage
Baseline(ESM2)	M. tuberculosis	Accuracy	0.525589836660617	NoLeakage
Baseline(ESM2)	Orthopoxvirus	AUC	0.613019776876268	NoLeakage
Baseline(ESM2)	Orthopoxvirus	F1	0.294736842105263	NoLeakage
Baseline(ESM2)	Orthopoxvirus	MCC	0.0780076451238516	NoLeakage
Baseline(ESM2)	Orthopoxvirus	PPV	0.212121212121212	NoLeakage
Baseline(ESM2)	Orthopoxvirus	NPV	0.848484848484849	NoLeakage
Baseline(ESM2)	Orthopoxvirus	Sensitivity	0.482758620689655	NoLeakage
Baseline(ESM2)	Orthopoxvirus	Specificity	0.617647058823529	NoLeakage
Baseline(ESM2)	Orthopoxvirus	Balanced accuracy	0.550202839756592	NoLeakage
Baseline(ESM2)	Orthopoxvirus	Accuracy	0.593939393939394	NoLeakage
Baseline(ESM2)	O. volvulus	AUC	0.569216322892793	NoLeakage
Baseline(ESM2)	O. volvulus	F1	0.226666666666667	NoLeakage
Baseline(ESM2)	O. volvulus	MCC	0.0826296404283827	NoLeakage
Baseline(ESM2)	O. volvulus	PPV	0.216284987277354	NoLeakage
Baseline(ESM2)	O. volvulus	NPV	0.86317907444668	NoLeakage
Baseline(ESM2)	O. volvulus	Sensitivity	0.238095238095238	NoLeakage
Baseline(ESM2)	O. volvulus	Specificity	0.847826086956522	NoLeakage
Baseline(ESM2)	O. volvulus	Balanced accuracy	0.54296066252588	NoLeakage
Baseline(ESM2)	O. volvulus	Accuracy	0.756404871902562	NoLeakage
Baseline(ESM2)	P. aeruginosa	AUC	0.789749345304901	NoLeakage
Baseline(ESM2)	P. aeruginosa	F1	0.650406504065041	NoLeakage
Baseline(ESM2)	P. aeruginosa	MCC	0.407303541790928	NoLeakage
Baseline(ESM2)	P. aeruginosa	PPV	0.952380952380952	NoLeakage
Baseline(ESM2)	P. aeruginosa	NPV	0.430555555555556	NoLeakage
Baseline(ESM2)	P. aeruginosa	Sensitivity	0.493827160493827	NoLeakage
Baseline(ESM2)	P. aeruginosa	Specificity	0.939393939393939	NoLeakage
Baseline(ESM2)	P. aeruginosa	Balanced accuracy	0.716610549943883	NoLeakage
Baseline(ESM2)	P. aeruginosa	Accuracy	0.62280701754386	NoLeakage
Baseline(ESM2)	P. falciparum	AUC	0.685027368512148	NoLeakage
Baseline(ESM2)	P. falciparum	F1	0.736012608353034	NoLeakage
Baseline(ESM2)	P. falciparum	MCC	0.269678317702261	NoLeakage
Baseline(ESM2)	P. falciparum	PPV	0.719568567026194	NoLeakage
Baseline(ESM2)	P. falciparum	NPV	0.554909090909091	NoLeakage
Baseline(ESM2)	P. falciparum	Sensitivity	0.753225806451613	NoLeakage
Baseline(ESM2)	P. falciparum	Specificity	0.511737089201878	NoLeakage
Baseline(ESM2)	P. falciparum	Balanced accuracy	0.632481447826745	NoLeakage
Baseline(ESM2)	P. falciparum	Accuracy	0.662553512969025	NoLeakage
Baseline(ESM2)	S. mansoni	AUC	0.534202216996977	NoLeakage
Baseline(ESM2)	S. mansoni	F1	0.444995044598612	NoLeakage
Baseline(ESM2)	S. mansoni	MCC	0.0416821145467295	NoLeakage
Baseline(ESM2)	S. mansoni	PPV	0.287268074216251	NoLeakage
Baseline(ESM2)	S. mansoni	NPV	0.837837837837838	NoLeakage
Baseline(ESM2)	S. mansoni	Sensitivity	0.986813186813187	NoLeakage
Baseline(ESM2)	S. mansoni	Specificity	0.0270742358078603	NoLeakage
Baseline(ESM2)	S. mansoni	Balanced accuracy	0.506943711310524	NoLeakage
Baseline(ESM2)	S. mansoni	Accuracy	0.3	NoLeakage
Baseline(ESM2)	T. gondii	AUC	0.601240343814601	NoLeakage
Baseline(ESM2)	T. gondii	F1	0.696808510638298	NoLeakage
Baseline(ESM2)	T. gondii	MCC	0.165817284737475	NoLeakage
Baseline(ESM2)	T. gondii	PPV	0.752873563218391	NoLeakage
Baseline(ESM2)	T. gondii	NPV	0.403361344537815	NoLeakage
Baseline(ESM2)	T. gondii	Sensitivity	0.648514851485149	NoLeakage
Baseline(ESM2)	T. gondii	Specificity	0.527472527472527	NoLeakage
Baseline(ESM2)	T. gondii	Balanced accuracy	0.587993689478838	NoLeakage
Baseline(ESM2)	T. gondii	Accuracy	0.610921501706485	NoLeakage
Bepipred 3.0	B. pertussis	AUC	0.50047391052848	NoLeakage
Bepipred 3.0	B. pertussis	F1	0.351681957186544	NoLeakage
Bepipred 3.0	B. pertussis	MCC	0.0794719554122443	NoLeakage
Bepipred 3.0	B. pertussis	PPV	0.555555555555556	NoLeakage
Bepipred 3.0	B. pertussis	NPV	0.53984753984754	NoLeakage
Bepipred 3.0	B. pertussis	Sensitivity	0.257270693512304	NoLeakage
Bepipred 3.0	B. pertussis	Specificity	0.808930425752856	NoLeakage
Bepipred 3.0	B. pertussis	Balanced accuracy	0.53310055963258	NoLeakage
Bepipred 3.0	B. pertussis	Accuracy	0.543349488422186	NoLeakage
Bepipred 3.0	C. difficile	AUC	0.575848811553135	NoLeakage
Bepipred 3.0	C. difficile	F1	0	NoLeakage
Bepipred 3.0	C. difficile	MCC	-0.0555946728181773	NoLeakage
Bepipred 3.0	C. difficile	PPV	0	NoLeakage
Bepipred 3.0	C. difficile	NPV	0.78894472361809	NoLeakage
Bepipred 3.0	C. difficile	Sensitivity	0	NoLeakage
Bepipred 3.0	C. difficile	Specificity	0.985355648535565	NoLeakage
Bepipred 3.0	C. difficile	Balanced accuracy	0.492677824267782	NoLeakage
Bepipred 3.0	C. difficile	Accuracy	0.779801324503311	NoLeakage
Bepipred 3.0	Corynebacterium	AUC	0.679933363622596	NoLeakage
Bepipred 3.0	Corynebacterium	F1	0.392592592592593	NoLeakage
Bepipred 3.0	Corynebacterium	MCC	0.30435576142733	NoLeakage
Bepipred 3.0	Corynebacterium	PPV	0.929824561403509	NoLeakage
Bepipred 3.0	Corynebacterium	NPV	0.485530546623794	NoLeakage
Bepipred 3.0	Corynebacterium	Sensitivity	0.248826291079812	NoLeakage
Bepipred 3.0	Corynebacterium	Specificity	0.974193548387097	NoLeakage
Bepipred 3.0	Corynebacterium	Balanced accuracy	0.611509919733454	NoLeakage
Bepipred 3.0	Corynebacterium	Accuracy	0.554347826086957	NoLeakage
Bepipred 3.0	C. trachomatis	AUC	0.552879999296918	NoLeakage
Bepipred 3.0	C. trachomatis	F1	0.532610960616795	NoLeakage
Bepipred 3.0	C. trachomatis	MCC	-0.0563749913288744	NoLeakage
Bepipred 3.0	C. trachomatis	PPV	0.539468130012664	NoLeakage
Bepipred 3.0	C. trachomatis	NPV	0.404343329886246	NoLeakage
Bepipred 3.0	C. trachomatis	Sensitivity	0.525925925925926	NoLeakage
Bepipred 3.0	C. trachomatis	Specificity	0.417512012813668	NoLeakage
Bepipred 3.0	C. trachomatis	Balanced accuracy	0.471718969369797	NoLeakage
Bepipred 3.0	C. trachomatis	Accuracy	0.478735765744829	NoLeakage
Bepipred 3.0	E. coli	AUC	0.523047425679437	NoLeakage
Bepipred 3.0	E. coli	F1	0.505908096280087	NoLeakage
Bepipred 3.0	E. coli	MCC	-0.0690680252351601	NoLeakage
Bepipred 3.0	E. coli	PPV	0.62962962962963	NoLeakage
Bepipred 3.0	E. coli	NPV	0.304845814977974	NoLeakage
Bepipred 3.0	E. coli	Sensitivity	0.422823701536211	NoLeakage
Bepipred 3.0	E. coli	Specificity	0.504373177842566	NoLeakage
Bepipred 3.0	E. coli	Balanced accuracy	0.463598439689388	NoLeakage
Bepipred 3.0	E. coli	Accuracy	0.45007306380906	NoLeakage
Bepipred 3.0	Enterobacteriaceae	AUC	0.54741694933959	NoLeakage
Bepipred 3.0	Enterobacteriaceae	F1	0.365236523652365	NoLeakage
Bepipred 3.0	Enterobacteriaceae	MCC	0.0257641012582118	NoLeakage
Bepipred 3.0	Enterobacteriaceae	PPV	0.440026507620941	NoLeakage
Bepipred 3.0	Enterobacteriaceae	NPV	0.587771203155819	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Sensitivity	0.312176774800188	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Specificity	0.711702490617537	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Balanced accuracy	0.511939632708862	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Accuracy	0.543693159351522	NoLeakage
Bepipred 3.0	Filoviridae	AUC	0.558303603431806	NoLeakage
Bepipred 3.0	Filoviridae	F1	0.310334253296535	NoLeakage
Bepipred 3.0	Filoviridae	MCC	0.0730870190549139	NoLeakage
Bepipred 3.0	Filoviridae	PPV	0.228133453561767	NoLeakage
Bepipred 3.0	Filoviridae	NPV	0.830545913537393	NoLeakage
Bepipred 3.0	Filoviridae	Sensitivity	0.485139022051774	NoLeakage
Bepipred 3.0	Filoviridae	Specificity	0.605893186003683	NoLeakage
Bepipred 3.0	Filoviridae	Balanced accuracy	0.545516104027729	NoLeakage
Bepipred 3.0	Filoviridae	Accuracy	0.582513458325599	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	AUC	0.525778847041148	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	F1	0.253093119166486	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	MCC	-0.0155368529833876	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	PPV	0.315989159891599	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	NPV	0.666385975656434	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Sensitivity	0.211078928312817	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Specificity	0.775224864190934	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Balanced accuracy	0.493151896251875	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Accuracy	0.589207903062138	NoLeakage
Bepipred 3.0	Influenza A	AUC	0.596808390783658	NoLeakage
Bepipred 3.0	Influenza A	F1	0.708936365724788	NoLeakage
Bepipred 3.0	Influenza A	MCC	0.156819897114757	NoLeakage
Bepipred 3.0	Influenza A	PPV	0.849201981287837	NoLeakage
Bepipred 3.0	Influenza A	NPV	0.278867102396514	NoLeakage
Bepipred 3.0	Influenza A	Sensitivity	0.608438485804416	NoLeakage
Bepipred 3.0	Influenza A	Specificity	0.583586626139818	NoLeakage
Bepipred 3.0	Influenza A	Balanced accuracy	0.596012555972117	NoLeakage
Bepipred 3.0	Influenza A	Accuracy	0.603318722604884	NoLeakage
Bepipred 3.0	Lentivirus	AUC	0.471337126600284	NoLeakage
Bepipred 3.0	Lentivirus	F1	0.398058252427185	NoLeakage
Bepipred 3.0	Lentivirus	MCC	0.182994239225111	NoLeakage
Bepipred 3.0	Lentivirus	PPV	0.950331125827815	NoLeakage
Bepipred 3.0	Lentivirus	NPV	0.222424794895169	NoLeakage
Bepipred 3.0	Lentivirus	Sensitivity	0.251754385964912	NoLeakage
Bepipred 3.0	Lentivirus	Specificity	0.942084942084942	NoLeakage
Bepipred 3.0	Lentivirus	Balanced accuracy	0.596919664024927	NoLeakage
Bepipred 3.0	Lentivirus	Accuracy	0.379556826304503	NoLeakage
Bepipred 3.0	Measles morbilivirus	AUC	0.566013939595088	NoLeakage
Bepipred 3.0	Measles morbilivirus	F1	0.179148311306902	NoLeakage
Bepipred 3.0	Measles morbilivirus	MCC	-0.0741362901593597	NoLeakage
Bepipred 3.0	Measles morbilivirus	PPV	0.348571428571429	NoLeakage
Bepipred 3.0	Measles morbilivirus	NPV	0.54868154158215	NoLeakage
Bepipred 3.0	Measles morbilivirus	Sensitivity	0.120553359683794	NoLeakage
Bepipred 3.0	Measles morbilivirus	Specificity	0.825954198473282	NoLeakage
Bepipred 3.0	Measles morbilivirus	Balanced accuracy	0.473253779078538	NoLeakage
Bepipred 3.0	Measles morbilivirus	Accuracy	0.518518518518518	NoLeakage
Bepipred 3.0	Mononegavirales	AUC	0.53351596638194	NoLeakage
Bepipred 3.0	Mononegavirales	F1	0.382168995342648	NoLeakage
Bepipred 3.0	Mononegavirales	MCC	0.0459329581250694	NoLeakage
Bepipred 3.0	Mononegavirales	PPV	0.344860710854947	NoLeakage
Bepipred 3.0	Mononegavirales	NPV	0.698899371069182	NoLeakage
Bepipred 3.0	Mononegavirales	Sensitivity	0.428528797373918	NoLeakage
Bepipred 3.0	Mononegavirales	Specificity	0.6196849295971	NoLeakage
Bepipred 3.0	Mononegavirales	Balanced accuracy	0.524106863485509	NoLeakage
Bepipred 3.0	Mononegavirales	Accuracy	0.558817939946788	NoLeakage
Bepipred 3.0	M. tuberculosis	AUC	0.613110437795696	NoLeakage
Bepipred 3.0	M. tuberculosis	F1	0.276269185360094	NoLeakage
Bepipred 3.0	M. tuberculosis	MCC	0.0777838391993912	NoLeakage
Bepipred 3.0	M. tuberculosis	PPV	0.540103866128102	NoLeakage
Bepipred 3.0	M. tuberculosis	NPV	0.566954871362294	NoLeakage
Bepipred 3.0	M. tuberculosis	Sensitivity	0.185603807257585	NoLeakage
Bepipred 3.0	M. tuberculosis	Specificity	0.870910268869453	NoLeakage
Bepipred 3.0	M. tuberculosis	Balanced accuracy	0.528257038063519	NoLeakage
Bepipred 3.0	M. tuberculosis	Accuracy	0.562806454488722	NoLeakage
Bepipred 3.0	Orthopoxvirus	AUC	0.771390894930615	NoLeakage
Bepipred 3.0	Orthopoxvirus	F1	0.712250712250712	NoLeakage
Bepipred 3.0	Orthopoxvirus	MCC	0.398598503667502	NoLeakage
Bepipred 3.0	Orthopoxvirus	PPV	0.714285714285714	NoLeakage
Bepipred 3.0	Orthopoxvirus	NPV	0.684210526315789	NoLeakage
Bepipred 3.0	Orthopoxvirus	Sensitivity	0.710227272727273	NoLeakage
